playcount,name,tags,similar_artists
1,Larry Graham,"funk, bass, soul, seen live, rnb","Graham Central Station, Gwen McCrae, Bootsy Collins, Rose Royce, The Gap Band, The Whispers, Tower of Power, One Way, Melba Moore, Evelyn ""Champagne"" King"
1,Larry Graham & Graham Central Station,"funk, soul, bass, 70s, rhythm and blues","Larry Graham, Bootsy Collins, Tower of Power, The Bar-Kays, The Meters, Rose Royce, Ohio Players, The J.B.'s, Eddie Kendricks, Parliament"
1,Lee 'Scratch' Perry,"dub, reggae, roots reggae, roots, ska","The Upsetters, Lee ""Scratch"" Perry & The Upsetters, King Tubby, Mad Professor, Dub Syndicate, Augustus Pablo, Burning Spear, Junior Byles, Max Romeo, Horace Andy"
1,Lee 'Scratch' Perry & The Upsetters,"dub, reggae, roots reggae, ska, rocksteady","Lee ""Scratch"" Perry, The Upsetters, Augustus Pablo, Gregory Isaacs, King Tubby, Dillinger, Scientist, Junior Murvin, Keith Hudson, Tappa Zukie"
1,Lee Fields & The Expressions,"soul, funk, blues, vintage, american","Charles Bradley, Sharon Jones and the Dap-Kings, El Michels Affair, Lee Fields, Dojo Cuts, Menahan Street Band, The Budos Band, St. Paul & The Broken Bones, Curtis Harding, Darondo"
1,Lee Mason,"blues, grote prijs van nederland, seen live, instrumental, folk","John Reids, Ray Cameron, Alan Hawkshaw & Alan Parker, Guy Pedersen, Steve Gray, James Clarke, Raymond Guiot, Ellen McIlwaine, David Lindup, Simon Haseley, Jack Trombey"
1,Les Filles De Illighadad,"niger, folk, tuareg, seen live, afrobeat","Mdou Moctar, Etran de L'AÏr, Bombino, Ahmoudou Madassane, Fatou Seidi Ghali & Alamnou Akrouni, Terakaft, HAMA, Tal National, Azna de L'Ader, Edmony Krater"
1,Les Rita Mitsouko,"french, pop, rock, rock francais, 80s","Alain Bashung, Téléphone, Niagara, Alain Souchon, Noir Désir, Louise Attaque, Étienne Daho, -M-, Matmatah, Jean-Louis Aubert"
1,Les Savy Fav,"post-punk, indie, indie rock, seen live, math rock","Q and Not U, mclusky, Hot Snakes, Enon, The Thermals, The Dismemberment Plan, Pretty Girls Make Graves, Superchunk, Future of the Left, ...And You Will Know Us by the Trail of Dead"
1,Let's Eat Grandma,"dream pop, art pop, experimental, seen live, psychedelic pop","U.S. Girls, Empress Of, SERPENTWITHFEET, Gang Gang Dance, Julia Holter, Clarence Clarity, Mitski, Hatchie, St. Vincent, Japanese Breakfast"
1,Lightning Bolt,"noise rock, experimental, noise, math rock, instrumental","Black Pus, Hella, Melt-Banana, Daughters, The Jesus Lizard, Shellac, Zach Hill, Boredoms, Girl Band, Big Black"
1,Lindstrøm,"electronic, space disco, norwegian, seen live, minimal","Todd Terje, Prins Thomas, Bjørn Torske, Lindstrøm & Prins Thomas, Joe Goddard, The Juan Maclean, Tensnake, Matthew Dear, Lindstrøm & Christabelle, Holy Ghost!"
1,Linear Movement,"minimal wave, minimal synth, new wave, 80s, minimal electronic","Eleven Pond, Oppenheimer Analysis, Turquoise Days, DEUX, Das Ding, Martin Dupont, Essaie Pas, Das Kabinette, Solid Space, Snowy Red"
1,Liquid Tension Experiment,"Progressive metal, instrumental, Progressive rock, Progressive, metal","Dream Theater, Liquid Trio Experiment, John Petrucci, Jordan Rudess, Haken, Circus Maximus, Transatlantic, James LaBrie, Symphony X, Derek Sherinian"
1,Lisa Ekdahl - peter nordahl trio,"jazz, Jazz Hop","Lisa Ekdahl and Peter Nordahl Trio, Lisa Ekdahl & Peter Nordahl Trio, Torun Eriksen, Lisa Ekdahl, Peter Nordahl Trio, Madeleine Peyroux & William Galison, Nils Landgren & Esbjörn Svensson, Lisa Ekdahl (Peter Norman Trio, Giovanni Mirabassi, Lisa Ekdahl/Peter Nordahl Trio, Keiko Lee"
1,Lizzy Mercier Descloux,"no wave, post-punk, french, female vocalists, new wave","Bush Tetras, Rosa Yemen, James Chance & The Contortions, ESG, Liquid Liquid, Au Pairs, Ludus, Mars, James White and The Blacks, Suburban Lawns"
1,Lloyd's All Stars,"reggae, dub, trojan, All, jonny greenwood","Junior Byles & Lee Perry, Scientist & Jammy & The Roots Radics, The Jahlights, Derrick Harriott & The Crystalites, Velvet Shadows, The Observer All Stars, The Thompson All Stars, The G.G. All Stars, Tommy McCook & The Aggrovators, Winston Fergus"
1,Lô Borges,"mpb, brasil, clube da esquina, brazilian, brazil","Milton Nascimento, Beto Guedes, Milton Nascimento & Beto Guedes, Belchior, Novos Baianos, Gilberto Gil, Jorge Ben, Tom Zé, JARDS MACALÉ, Secos & Molhados"
1,Lou Reed,"rock, classic rock, singer-songwriter, glam rock, proto-punk","The Velvet Underground, Lou Reed & John Cale, John Cale, Iggy Pop, David Bowie, The Stooges, Neil Young, Patti Smith, Roxy Music, Bob Dylan"
1,Louis Armstrong and Duke Ellington,"jazz, swing, trumpet, piano, classics","Louis Armstrong, Ella Fitzgerald & Louis Armstrong, Duke Ellington, Count Basie, Duke Ellington & John Coltrane, Duke Ellington & His Orchestra, Fats Waller, Bill Evans Trio, Lionel Hampton, Art Tatum"
1,Louis Armstrong and His All Stars,"Louis, armstrong, dixieland","Louis Armstrong & Sy Oliver And His Orchestra, Louis Armstrong & Sy Oliver, George Lewis And His Band, Max Kaminsky And His All Star Dixieland Band, Jack Teagarden and his Sextett, Henry Red Allen Orchestra, Louis Armstrong & Jack Pleis, Eddie Condon And His Boys, Alex Welsh And His Jazz Band, Dejan's Original Olympia Brass Band"
1,Louis Cole,"funk, pop, indie pop, electronic, indie","Vulfpeck, The Fearless Flyers, Cory Wong, Thundercat, Brandon Coleman, Kamaal Williams, Theo Katzman, Scary Pockets, Phony Ppl, The Parcels"
1,Lower Dens,"shoegaze, dream pop, post-punk, indie, seen live","Gardens & Villa, Lotus Plaza, Frankie Rose, Widowspeak, DIIV, Wild Nothing, Porcelain Raft, Blouse, Atlas Sound, Craft Spells"
1,Luigi Tenco,"italian, singer-songwriter, 60s, cantautori, italiana","Sergio Endrigo, Francesco De Gregori, Gino Paoli, Domenico Modugno, Gianni Morandi, Lucio Battisti, Fabrizio De André, Rino Gaetano, Lucio Dalla, Mia Martini"
1,Luiz Tatit,"mpb, lira paulistana, brasil, lusofonia, canto falado","Ná Ozzetti, Rumo, Zé Miguel Wisnik, Ceumar, Grupo Rumo, DonaZica, Premeditando o Breque, Carlos Careqa, Renato Braz, Guinga"
1,Lulu Santos,"pop, mpb, brasil, rock, brazilian","Os Paralamas Do Sucesso, Jota Quest, Barão Vermelho, Kid Abelha, Nando Reis, Skank, Capital Inicial, Cidade Negra, Titãs, Biquini Cavadão"
1,Luomo,"electronic, microhouse, House, deep house, minimal","DJ Sprinkles, Akufen, Herbert, Ricardo Villalobos, The Field, Monolake, Pantha du Prince, Moodymann, Farben, Theo Parrish"
1,mãeana,"indie, folk, female vocalists, singer-songwriter, mpb",
1,Maga Bo,"brazilian, lounge, chillout, jazzy, hip hop","Frescoe, Trouble Man, Hugo Maldoro, Democustico, Passo Torto, Do Amor, Lirinha, Psilosamples, Romulo Fróes, Pedro Luís e A Parede"
1,Mamman Sani,"electronic, instrumental, folk, african, minimal synth","Mammane Sani et son Orgue, Leon Lowman, Professor Rhythm, Mikael Seifu, Michal Turtle, Uku Kuut, Otis G Johnson, セキトオ・シゲオ, Prins Emanuel, Jeff Phelps"
1,Marcus Miller,"jazz, bass, funk, Fusion, jazz fusion","Victor Wooten, Stanley Clarke, The Stanley Clarke Band, Brian Bromberg, Jaco Pastorius, George Duke, John Scofield, Lee Ritenour, Billy Cobham, John Patitucci"
1,Maria Beraldo,"brazilian, seen live, experimental, singer, clarinet","Ava Rocha, Teto Preto, Anelis Assumpção, Letrux, Letuce, Kiko Dinucci, Metá Metá, Giovani Cidreira, Karina Buhr, Céu"
1,Mario Castro Neves,"Bossa Nova, samba, brazil","Luiz Claudio, Celso Machado, Clara Moreno, The Ipanemas, Jussara Silveira, Ary Barroso, Agustin Pereyra Lucena, Anna Canario, Copa 7, Marissa"
1,Mark Ronson,"funk, pop, british, Hip-Hop, dj","Miley Cyrus, Carly Rae Jepsen, Shura, Mabel, Robyn, Ciara, Little Boots, Mark Ronson & The Business Intl, Labrinth, Iggy Azalea"
1,masego,"rnb, jazz, electronic, soul, House","Sir, Xavier Omär, Leven Kali, berhana, Mac Ayres, VanJess, Tom Misch, Smino, Ravyn Lenae, Anderson .Paak"
1,Mateo Messina,"indie, Soundtrack, instrumental, acoustic, juno","Kimya Dawson, Barry Louis Polisar, Antsy Pants, The Moldy Peaches, Jon Brion, Mark Mothersbaugh, James Newton Howard, Danny Elfman, Michael Andrews, Thomas Newman"
1,Matthew E. White,"seen live, folk, singer-songwriter, All, Mellow","Laura Gibson, M. Ward, John Grant, Taken by Trees, Richard Swift, Natalie Prass, Cass McCombs, Choir of Young Believers, Villagers, Jonathan Wilson"
1,Matty,"indie pop, canada, Canadian, indie, pop","Mormor, TOPS, Mr Twin Sister, Yuno, Soft Hair, River Tiber, mk.gee, LOVING, TV Girl, Gus Dapperton"
1,Mc Tha,"pop, funk, mpb, brazilian, baile funk","Jaloo, DUDA BEAT, urias, Linn da Quebrada, Liniker e os Caramelows, Letrux, Mateus Carrilho, Heavy Baile, Davi, Luedji Luna"
1,Mdou Moctar,"niger, Psychedelic Rock, world, tuareg, folk","Les Filles De Illighadad, Bombino, Kel Assouf, HAMA, Ahmoudou Madassane, Tal National, Etran de L'AÏr, Wolf People, Tinariwen, Nilüfer Yanya"
1,Megadeth,"thrash metal, heavy metal, metal, speed metal, seen live","Anthrax, Metallica, Slayer, Testament, Exodus, Annihilator, MD.45, Overkill, Judas Priest, Pantera"
1,Melody's Echo Chamber,"dream pop, psychedelic, Psychedelic Rock, indie, female vocalists","The Holydrug Couple, Pond, Tame Impala, Mild High Club, Unknown Mortal Orchestra, Beach House, Temples, Broadcast, Alvvays, Candy Claws"
1,Menomena,"experimental, indie, seen live, indie rock, post-rock","Ramona Falls, Tapes 'n Tapes, Handsome Furs, Wolf Parade, Department of Eagles, White Rabbits, Sunset Rubdown, Califone, The Dodos, TV on the Radio"
1,Meshell Ndegeocello,"soul, funk, Neo-Soul, female vocalists, jazz","Jill Scott, Maxwell, Amel Larrieux, The Time, Ledisi, Teena Marie, Goapele, Raphael Saadiq, Bilal, Erykah Badu"
1,Metá Metá,"experimental, brazilian, jazz, mpb, samba","Kiko Dinucci, Juçara Marçal, Juçara Marçal e Kiko Dinucci, Anelis Assumpção, Rodrigo Campos, Ava Rocha, Serena Assumpção, JARDS MACALÉ, Itamar Assumpção, Tom Zé"
1,Metheny - Brubeck - BB King,"jazz, piano, blues, guitar, Mellow","Dave Brubeck, Heath Brothers, Pat Metheny, B.B. King, Pat Metheny Trio, Pat Metheny & Lyle Mays, Jim Hall & Pat Metheny, John Scofield & Pat Metheny, Stanley Clarke, Al Di Meola & Jean-Luc Ponty, Bobby McFerrin & Chick Corea, B.B. King & Diane Schuur, Robben Ford & The Blue Line, Chick Corea Elektric Band II"
1,MF Doom [The Very Best of MF Doom CD3],"Hip-Hop, underground hip-hop, rap, hip hop, mf doom","Viktor Vaughn, Madvillain, King Geedorah, DANGERDOOM, JJ DOOM, KMD, Quasimoto, NehruvianDOOM, Earl Sweatshirt, Czarface"
1,Michael Jackson (With Akon),"pop, 80s, dance, soul, funk","The Jacksons, The Jackson 5, Janet Jackson, Michael Jackson & Paul McCartney, 3T, Whitney Houston, Madonna, Prince, George Michael, Bruno Mars"
1,Michael Jackson (with Fergie),"pop, 80s, dance, soul, funk","The Jacksons, The Jackson 5, Janet Jackson, Michael Jackson & Paul McCartney, 3T, Whitney Houston, Madonna, Prince, George Michael, Bruno Mars"
1,Michael Jackson (with Kanye West),"pop, 80s, dance, soul, funk","The Jacksons, The Jackson 5, Janet Jackson, Michael Jackson & Paul McCartney, 3T, Whitney Houston, Madonna, Prince, George Michael, Bruno Mars"
1,Michael Jackson (with will.i.am),"pop, 80s, dance, soul, funk","The Jacksons, The Jackson 5, Janet Jackson, Michael Jackson & Paul McCartney, 3T, Whitney Houston, Madonna, Prince, George Michael, Bruno Mars"
1,Midnight Sister,"pop, USA, soul, alternative, indie pop","TOPS, Rubblebucket, The Marías, Mr Twin Sister, Soft Hair, TV Girl, Whitney, The Undercover Dream Lovers, Boyo, Sean Nicholas Savage"
1,Miho Hatori,"japanese, female vocalists, alternative, indie, j-pop","Yuka Honda, Hi-Posi, Seagull Screaming Kiss Her Kiss Her, Yukari Fresh, PINE*am, Strawberry Machine, Gutevolk, CUBISMO GRAFICO, eX-Girl, If By Yes"
1,Mike Stern,"jazz, Fusion, guitar, jazz guitar, contemporary jazz","Tribal Tech, John Scofield, Lee Ritenour, Yellowjackets, Steps Ahead, Allan Holdsworth, Frank Gambale, Pat Metheny, Dave Weckl Band, Chick Corea Elektric Band"
1,Ministry,"industrial, industrial metal, metal, industrial rock, seen live","Revolting Cocks, Pailhead, 1000 Homo DJs, Skinny Puppy, KMFDM, Front 242, Front Line Assembly, My Life with the Thrill Kill Kult, Lard, Pigface"
1,Minus the Bear,"indie, indie rock, seen live, alternative, experimental","As Tall As Lions, Circa Survive, Cursive, Pinback, This Town Needs Guns, A Great Big Pile Of Leaves, Sharks Keep Moving, The Appleseed Cast, Copeland, Manchester Orchestra"
1,Missy Elliott,"Hip-Hop, rap, hip hop, rnb, female vocalists","Lil' Kim, TLC, Mary J. Blige, Aaliyah, Brandy, Kelis, Tweet, Destiny's Child, Ciara, Foxy Brown"
1,MNDR,"electronic, electropop, synthpop, female vocalists, idm","Kate Boy, Dragonette, Vanbot, Florrie, Oh Land, Little Boots, Queen of Hearts, Say Lou Lou, Ladyhawke, Mr. Little Jeans"
1,Modern Soul Band,"soul, german, funk, jazz-funk, ddr","NO 55, Veronika Fischer & Band, Jürgen Kerth, Ines Paulke, Reform, Stefan Diestelmann, M. Jones Band, Neumis Rock Circus, Magdeburg, Rosalili"
1,Mononeon,"funk, psychedelic, bass, youtube, microtonal","Louis Cole, The Fearless Flyers, Cory Wong, Victor Wooten, Vulfpeck, Jaco Pastorius, Khruangbin, Shuggie Otis, Me'Shell Ndegéocello, Parliament"
1,Mort Garson,"electronic, experimental, psychedelic, early electronic, moog","Hiroshi Yoshimura, The Caretaker, Animal Collective, Oneohtrix Point Never, Black Moth Super Rainbow, James Ferraro, 細野晴臣, Ariel Pink, Jim O'Rourke, The Olivia Tremor Control"
1,Moses Sumney,"soul, seen live, folk, indie, acoustic","Nick Hakim, Sampha, Kadhja Bonet, Lianne La Havas, Solange, Charlotte Day Wilson, Jordan Rakei, Sudan Archives, Gabriel Garzón-Montano, Rhye"
1,"Mr Ruffles, DJ Roriz & MC 28%",,
1,Mr Twin Sister,"dream pop, indie pop, indie, chillwave, lounge","Twin Sister, TOPS, Craft Spells, Empress Of, Tennis, Yumi Zouma, Sports, Small Black, Blouse, Lower Dens"
1,Mr Vegas,"dancehall, reggae, ragga, Reggaeton, Mr Vegas","Beenie Man, Elephant Man, T.O.K., Mavado, Vybz Kartel, Busy Signal, Konshens, Red Rat, Aidonia, Wayne Wonder"
1,Mudhoney,"Grunge, alternative rock, rock, alternative, seattle","Green River, Tad, Screaming Trees, Skin Yard, Mother Love Bone, Love Battery, Soundgarden, Meat Puppets, L7, Dinosaur Jr."
1,My Morning Jacket,"indie, indie rock, Alt-country, seen live, rock","Wilco, Band of Horses, Monsters of Folk, Spoon, The War on Drugs, Dr. Dog, The Walkmen, Ryan Adams, Okkervil River, Blitzen Trapper"
1,Nai Palm,"seen live, soul, female vocalists, rnb, australia","Hiatus Kaiyote, Moonchild, Nick Hakim, Charlotte dos Santos, James Tillman, Gabriel Garzón-Montano, Jordan Rakei, Charlotte Day Wilson, D'Angelo, Joomanji"
1,nana love,"soul, funk","Evans Pyramid, Asiko Rock Group, Christy Essien, Universal Togetherness Band, Pasteur Lappe, Geraldo Pino, Bileo, Stephen Encinas, Mary Clark, Itadi"
1,Napolean Dynamite,mistagged track,"Napoleon Dynamite, Anchorman, TV Show Theme Songs, Jock Jams, Team America: World Police OST, Saturday Night Live, Bubba Sparxxx ft. Ying Yang Twins, Sparklemotion, Chris Farley, Gravy Train"
1,Narcotango,"tango, electrotango, electronic, tango electronico, Gotan Project","Electrocutango, Tango Crash, San Telmo Lounge, Tangongo, Alacran, Cerioti, Moviola, Carlos Libedinsky, Electro Dub Tango, Orquesta Del Plata"
1,Neil Rolnick,"experimental, psychedelic, contemporary classical, Avant-Garde, new sounds","Flo & Eddie, Drakkar Nowhere, Drug Cabin, The Magic Lantern, Caroline Shaw, Ken Thomson, Icarus Himself, Marcos Balter, Angélica Negrón, Paul Lansky"
1,"Neil Young, Bob Dylan & The Band",,"Bob Dylan & Tom Petty & The Heartbreakers, Jerry Garcia & Friends, Luther Dickinson, Jim James, Bob Dylan & George Harrison, Anders Osborne, John Coltrane & Don Cherry, God Street Wine, The Magpie Salute, Rich Robinson"
1,Nelson Cavaquinho,"samba, brasil, mpb, brazilian, velha guarda","Paulinho Da Viola, Cartola, Candeia, Dona Ivone Lara, Martinho Da Vila, Clementina De Jesus, Beth Carvalho, Adoniran Barbosa, Zé Keti, Luiz Melodia"
1,Nick Ingman,"funk, jazz, library music, instrumental, Soundtrack","Steve Gray, Simon Haseley, David Lindup, Guy Pedersen, James Clarke, David Snell, Alan Tew, Pete Moore, Francis Coppieters, Johnny Hawksworth"
1,Nomo,"funk, afrobeat, jazz, jazz-funk, instrumental","Antibalas Afrobeat Orchestra, The Budos Band, Tony Allen, The Souljazz Orchestra, Medeski, Martin and Wood, Orgone, Ikebe Shakedown, Fela Kuti, The New Mastersounds, Polyrhythmics"
1,Nove Mil Anjos,"rock, alternative rock, alternative, pop rock, rock nacional","Família Lima, Revolucionnários, Negra Li e Pitty, Abril, Hevo84, Udora, Terceira Edição, Aliados 13, R.Sigma, Cascadura"
1,Os Tincoãs,"samba, brazilian, mpb, Bossa Nova, brazil","Mateus Aleluia, Jorge Ben, Itamar Assumpção, Alessandra Leão, Cartola, Clementina De Jesus, Dorival Caymmi, Juçara Marçal e Kiko Dinucci, Novos Baianos, Metá Metá"
1,OutKast,"Hip-Hop, rap, funk, hip hop, soul","Danny Brown, Kendrick Lamar, A Tribe Called Quest, The Roots, Clipse, Common, Freddie Gibbs & Madlib, Big K.R.I.T., Earl Sweatshirt, Big Boi"
1,Palehound,"seen live, female vocalists, indie, USA, alternative rock","Stef Chura, Cherry Glazerr, Diet Cig, Great Grandpa, Handhabits, Hop Along, Waxahatchee, Big Thief, Frankie Cosmos, Vagabon"
1,Pandaraps,,"Hannibal Abdullah El, mr mirakami, Mrs Blonded, garden lily, Yax Keyon, Andonis, Casino Bianco, Low Phil, DJ ZeeZee, Scott Freebass"
1,Paralamas do Sucesso,"rock, brazilian rock, brazilian, brasil, mpb","Titãs, Capital Inicial, Barão Vermelho, Skank, Lulu Santos, Ira!, Legião Urbana, Biquini Cavadão, Nenhum de Nós, Nando Reis"
1,Pat Metheny,"jazz, Fusion, guitar, jazz guitar, jazz fusion","Pat Metheny Group, Lyle Mays, Pat Metheny & Brad Mehldau, John Scofield, John Abercrombie, Charlie Haden & Pat Metheny, Gary Burton, Allan Holdsworth, Pat Martino, Chick Corea"
1,Patrick Cowley,"Disco, Hi-NRG, Italo Disco, 80s, electronic","Lime, The Flirts, Gino Soccio, Sylvester, Giorgio Moroder, Fun Fun, Alexander Robotnick, Fancy, Den Harrow, Lindstrøm"
1,Paul and Linda McCartney,"classic rock, rock, 70s, pop, pop rock","Paul McCartney & Wings, Wings, Paul McCartney, George Harrison, John Lennon, Ringo Starr, The Beatles, John Lennon & Yoko Ono, The Beach Boys, 10cc"
1,Paul Simon,"singer-songwriter, folk, classic rock, acoustic, rock","Simon & Garfunkel, Art Garfunkel, Van Morrison, James Taylor, Cat Stevens, Jackson Browne, Bob Dylan, Billy Joel, Carole King, Bruce Springsteen"
1,Paulo Moura,"jazz, brazilian, brasil, samba, choro","Raphael Rabello, Altamiro Carrilho, Léa Freire, Jacob Do Bandolim, Guinga, Waldir Azevedo, Raphael Rabello & Dino 7 Cordas, Henrique Cazes, Canhoto da Paraíba, Abel Ferreira"
1,Pere Ubu,"post-punk, experimental, new wave, Experimental Rock, alternative","The Pop Group, This Heat, Swell Maps, Wire, Chrome, Public Image Ltd., Glenn Branca, The Red Krayola, Mission of Burma, James Chance & The Contortions"
1,Pharoah Sanders,"jazz, free jazz, Avant-Garde Jazz, saxophone, psychedelic","Alice Coltrane, Archie Shepp, Don Cherry, Eric Dolphy, Sun Ra, Ornette Coleman, Yusef Lateef, Albert Ayler, Sonny Sharrock, Rahsaan Roland Kirk"
1,Phoenix,"indie, french, indie pop, seen live, electronic","Passion Pit, Two Door Cinema Club, Foster the People, Vampire Weekend, The Strokes, The Kooks, Friendly Fires, Albert Hammond, Jr., The Whitest Boy Alive, Ra Ra Riot"
1,Piero Ciampi,"italian, singer-songwriter, cantautori, 60s, Cantautore","Enzo Jannacci, Claudio Lolli, Nada & Piero Ciampi, Pierangelo Bertoli, Bruno Lauzi, Massimo Bubola, Eugenio Finardi, Alberto Fortis, Carlo Fava, Faust'o"
1,Pixinguinha,"choro, samba, brazilian, mpb, brasil","Clementina De Jesus, Dorival Caymmi, Noel Rosa, Paulinho Da Viola, Jackson do Pandeiro, Nelson Cavaquinho, Adoniran Barbosa, Cartola, Martinho Da Vila, Beth Carvalho"
1,Pop Will Eat Itself,"industrial, alternative, electronic, grebo, indie","Ned's Atomic Dustbin, Jesus Jones, The Wonder Stuff, Carter The Unstoppable Sex Machine, My Life with the Thrill Kill Kult, The Shamen, Revolting Cocks, Meat Beat Manifesto, Skinny Puppy, Pigface"
1,Potyguara Bardo,"brasil, mpb, natal, pop, alternative","Omulu, DUDA BEAT, Luísa e Os Alquimistas, Liniker e os Caramelows, Alice Caymmi, Johnny Hooker, Mateus Carrilho, Jade Baraldo, Tuyo, As Bahias e a Cozinha Mineira"
1,Pretenders,"rock, 80s, new wave, female vocalists, classic rock","Blondie, The Cars, Elvis Costello & The Attractions, Squeeze, Joe Jackson, The Go-Go's, Elvis Costello, Missing Persons, Pat Benatar, The Fixx"
1,Prot(o),"rock, brasil, indie, seen live, psychedelic","Superquadra, Bois de Gerião, Velhos e Usados, Lafusa, Sapatos Bicolores, Canastra, Lasciva Lula, Ronei Jorge e os ladrões de bicicleta, Los Porongas, Superguidis"
1,Psychedelic Porn Crumpets,"Psychedelic Rock, psychedelic, australian, Garage Rock, Grunge","King Gizzard & The Lizard Wizard, The Murlocs, Post Animal, Moses Gunn Collective, Pond, Levitation Room, Thee Oh Sees, Pipe-eye, Kikagaku Moyo, The Babe Rainbow (aus)"
1,Public Image Ltd.,"post-punk, new wave, experimental, punk, alternative","Wire, The Fall, Gang of Four, Magazine, Pere Ubu, The Pop Group, The Stranglers, Siouxsie and the Banshees, Echo & the Bunnymen, The Birthday Party"
1,Quarteto Em Cy,"Bossa Nova, brazilian, female vocalists, mpb, brazil","MPB-4, Os Cariocas, Carlos Lyra, Nara Leão, Vinicius de Moraes, Ivan Lins, Toquinho, Leila Pinheiro, João Bosco, Joyce"
1,Quarteto Novo,"jazz, brazilian, Bossa Nova, mpb, latin","Hermeto Pascoal, Baden Powell, Edu Lobo, João Donato, Moacir Santos, Joyce, Arthur Verocai, Egberto Gismonti, Som Imaginário, João Gilberto"
1,Queens of the Stone Age,"Stoner Rock, rock, alternative rock, seen live, hard rock","Them Crooked Vultures, Desert Sessions, Eagles of Death Metal, Kyuss, Mondo Generator, Masters of Reality, Royal Blood, Mini Mansions, Foo Fighters, Truckfighters"
1,R. Stevie Moore,"Lo-Fi, experimental, post-punk, indie, seen live","Ariel Pink's Haunted Graffiti, Cleaners From Venus, Ariel Pink, John Maus, Gary Wilson, Half Japanese, Geneva Jacuzzi, Daniel Johnston, Jandek, Part Time"
1,R.E.M.,"rock, alternative rock, alternative, indie, seen live","U2, The Replacements, Barenaked Ladies, Pixies, Toad The Wet Sprocket, The Smashing Pumpkins, Wilco, Counting Crows, 10,000 Maniacs, Pearl Jam"
1,Rage Against the Machine,"rock, alternative rock, alternative, political, metal","Audioslave, Soundgarden, One Day as a Lion, Faith No More, Red Hot Chili Peppers, System of a Down, Incubus, Foo Fighters, Jane's Addiction, Queens of the Stone Age"
1,Ramones,"punk, punk rock, rock, 70s, classic rock","Joey Ramone, Sex Pistols, The Clash, Rancid, Misfits, The Damned, Dead Boys, The Queers, Buzzcocks, Social Distortion"
1,"Ray Cameron, Alan Hawkshaw & Alan Parker","Library, All, fantasy tarantino soundtrack, Melody Nelson","Paul Piot & Paul Guiot, John Reids, Jack Arel & Pierre Dutour, Jack Arel, Raymond Guiot & Guy Pedersen, David Lindup, Lee Mason, Steve Gray, Guy Pedersen, Raymond Guiot"
1,Raz.Dwa.Trzy,"polish, poetry, poezja spiewana, rock, jazz","Grzegorz Turnau, Lao Che, Voo Voo, Marek Grechuta, T.Love, Kult, Stare Dobre Małżeństwo, Maciej Maleńczuk, Strachy Na Lachy, Jacek Kaczmarski"
1,Red House Painters,"slowcore, indie, folk, sadcore, singer-songwriter","Sun Kil Moon, Mark Kozelek, Codeine, Seam, Bedhead, Carissa's Wierd, American Music Club, Low, Galaxie 500, Duster"
1,Reg Tilsley,"adult swim, library music, Harvey Birdman, Classical, easy listening","Peter Reno, Barry Stoller, Keith Papworth, Johnny Hawksworth, Jack Trombey, John Saunders, Claude Vasori, Peter Milray, Steve Gray, Ronald Marquisee"
1,Renato Braz,"mpb, brasil, brazilian, brazilian music, brazil","Zé Renato, Francis Hime, Ná Ozzetti, Guinga, Quinteto Violado, Ceumar, Leny Andrade, Glaucia Nasser, Danilo Caymmi, Lu Horta"
1,Resavoir,"jazz, hip hop, experimental, chicago, Illinois","NÉRIJA, Kit Sebastian, Brijean, Jaimie Branch, Tenesha The Wordsmith, Ruby Rushton, ishmael ensemble, Yazz Ahmed, Kendrick Scott Oracle, Ryan Porter"
1,Ride,"shoegaze, dream pop, indie, alternative, shoegazer","Chapterhouse, Swervedriver, Pale Saints, The Jesus and Mary Chain, Slowdive, Lush, My Bloody Valentine, The Telescopes, The House of Love, DIIV"
1,Rob,"afrobeat, funk, ghana, Soundtrack, chillout","Marijata, Ebo Taylor, The Funkees, John Carpenter, Cliff Martinez, Orchestre Poly-Rythmo de Cotonou, Orchestre Abass, Uppers International, Monomono, Fela Kuti"
1,Rose McGowan,"Soundtrack, female vocalists, actress, grindhouse, female vocalist","Robert Rodriguez, Lindsay Lohan, Ashlee Simpson, Poe, Cher, Dumblonde, Natalie Portman, Paris Hilton, Natalie Imbruglia, Little Boots"
1,Rose Royce,"funk, Disco, soul, 70s, rnb","Evelyn ""Champagne"" King, The O'Jays, Kool & The Gang, Sister Sledge, Patrice Rushen, Tavares, Chic, Shalamar, The Whispers, Heatwave"
1,Rosinha de Valença,"Bossa Nova, brazilian, mpb, latin, brazil","Luiz Claudio, Orlann Divo, Jongo Trio, Agustin Pereyra Lucena, Joyce & Tutty Moreno, Meirelles E Os Copa 5, Friends from Rio, Marcia Salomon, Luiz Carlos Vinhas, Bossa Tres"
1,Russo Passapusso,"mpb, brazilian, dub, samba-reggae, indie","Baiana System, Curumin, Anelis Assumpção, Los Sebosos Postizos, Mombojó, Otto, Di Melo, Chico Science & Nação Zumbi, Fino Coletivo, Cidadão Instigado"
1,Ryan Adams,"singer-songwriter, Alt-country, rock, indie, folk","Ryan Adams & The Cardinals, Whiskeytown, Jason Isbell, Wilco, Drive-By Truckers, Jason Isbell and The 400 Unit, Josh Ritter, Jeff Tweedy, Ryan Bingham, Uncle Tupelo"
1,Saints,"punk, punk rock, rock, australian, The Saints","The Celibate Rifles, Sick Things, Babeez, Psycho Surgeons, New Race, Razar, The New Christs, Oscar Oscar, Stiv Bators, Pagans"
